FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry
483.0,,,,,,175115377.600311,,,,,,,,,11231880.4114159,,,,,,"POLYGON ((16118391.435094515 -1623775.7421404996, 16126088.296438538 -1619610.3348140866, 16133519.585852752 -1624239.5934993841, 16133257.441922521 -1633040.022235257, 16125556.343951128 -1637210.8072141372, 16118121.62694736 -1632575.7786302285, 16118391.435094515 -1623775.7421404996))"
484.0,,,,,,134672330.695054,,,,,,,,,13853400.8401652,37823117.4524567,,,,,"POLYGON ((16133519.585852752 -1624239.5934993841, 16141213.018995326 -1620067.3080098599, 16148648.533406386 -1624690.0737421233, 16148394.054905508 -1633490.8834770152, 16140696.39616596 -1637668.55365764, 16133257.441922521 -1633040.022235257, 16133519.585852752 -1624239.5934993841))"
485.0,,,,,,129014305.832609,,,,,,,,,,57336086.7950081,,,,,"POLYGON ((16148648.533406386 -1624690.0737421233, 16156338.52612234 -1620510.914827819, 16163778.254496211 -1625127.1811359592, 16163531.442601793 -1633928.3606160379, 16155837.235340556 -1638112.9112223051, 16148394.054905508 -1633490.8834770152, 16148648.533406386 -1624690.0737421233))"
486.0,,,,2674138.64189142,,99033380.8751113,,,,,,,,,,81191613.2968436,,,3452756.18304026,,"POLYGON ((16163778.254496211 -1625127.1811359592, 16171464.794574399 -1620941.1535639924, 16178908.72585587 -1625550.9139991074, 16178669.581709694 -1634352.451964018, 16170978.8381591 -1638543.8781909184, 16163531.442601793 -1633928.3606160379, 16163778.254496211 -1625127.1811359592))"
487.0,,,,140727079.584324,,31655356.3421967,,,,,,,,,,,,,13970902.232317,,"POLYGON ((16178908.72585587 -1625550.9139991074, 16186591.801099293 -1621358.0225652924, 16194039.924212065 -1625961.2707007867, 16193808.448920574 -1634763.1558838584, 16186121.18129871 -1638961.4528975585, 16178669.581709694 -1634352.451964018, 16178908.72585587 -1625550.9139991074))"
488.0,,,,79155902.7038056,,,,,,63014130.857216,,,,,,,,,37336535.8622456,,"POLYGON ((16194039.924212065 -1625961.2707007867, 16201719.522437993 -1621761.5202295713, 16209171.826284785 -1626358.2496612861, 16208948.020919055 -1635160.4707897182, 16201264.241429644 -1639365.633727627, 16193808.448920574 -1634763.1558838584, 16194039.924212065 -1625961.2707007867))"
489.0,,,,,,,,,,31475731.0568358,,,,,,,,,,,"POLYGON ((16209171.826284787 -1626358.2496612861, 16216847.93532487 -1622151.645005664, 16224304.408787515 -1626741.8493519921, 16224088.274383238 -1635544.3951470624, 16216407.995215526 -1639756.4191179136, 16208948.020919055 -1635160.4707897182, 16209171.826284787 -1626358.2496612861))"
490.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16224304.408787515 -1626741.8493519921, 16231977.01648789 -1622528.3953934293, 16239437.648427442 -1627112.068295444, 16239229.185984915 -1635914.9274726992, 16231552.419313557 -1640133.8075566243, 16224088.274383238 -1635544.3951470624, 16224304.408787515 -1626741.8493519921))"
491.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((15990339.322355965 -1606104.565954776, 15998058.844985446 -1601999.6448256744, 16005448.298111206 -1606681.2664070805, 16005121.54744386 -1615473.5808757925, 15997397.702240026 -1619583.7957937927, 15990004.930786114 -1614896.3953292037, 15990339.322355965 -1606104.565954776))"
492.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16005448.298111206 -1606681.2664070805, 16013164.501653368 -1602569.4375708522, 16020558.265784448 -1607244.6292243781, 16020239.157526778 -1616037.417661568, 16012518.6422318 -1620154.547604909, 16005121.54744386 -1615473.5808757925, 16005448.298111206 -1606681.2664070805))"
493.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16020558.265784448 -1607244.6292243781, 16028271.137928087 -1603125.897150123, 16035669.202238426 -1607794.6522554741, 16035357.737862572 -1616587.9035269925, 16027640.564809691 -1620711.943990098, 16020239.157526778 -1616037.417661568, 16020558.265784448 -1607244.6292243781))"
494.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16035669.202238426 -1607794.6522554741, 16043378.730685346 -1603669.0214414955, 16050781.084326953 -1608331.3333993624, 16050477.26527 -1617125.0363629132, 16042763.446779354 -1621255.9828108603, 16035357.737862572 -1616587.9035269925, 16035669.202238426 -1607794.6522554741))"
495.0,16385332.4052642,,,,,,,,,,,,,,,,,,,,"POLYGON ((16050781.084326953 -1608331.3333993624, 16058487.256792074 -1604198.808373095, 16065893.888895119 -1608854.670605299, 16065597.716559084 -1617648.8141106183, 16057887.2649376 -1621786.661979222, 16050477.26527 -1617125.0363629132, 16050781.084326953 -1608331.3333993624))"
496.0,10785474.0836408,,,,,,,,,,,,,,,,,,,,"POLYGON ((16065893.888895119 -1608854.670605299, 16073596.693106605 -1604715.2559232428, 16081007.592779517 -1609364.6618728305, 16080719.068531321 -1618159.2347619077, 16073011.996072587 -1622303.979457784, 16065597.716559084 -1617648.8141106183, 16065893.888895119 -1608854.670605299))"
497.0,2312389.62548232,,,,,,,,,,,,3081812.0552211,,,,,,,,"POLYGON ((16081007.592779517 -1609364.6618728305, 16088707.016478881 -1605218.3621204924, 16096122.172808452 -1609861.3052518943, 16095841.2979799 -1618656.2963591432, 16088137.616964057 -1622807.9332597745, 16080719.068531321 -1618159.2347619077, 16081007.592779517 -1609364.6618728305))"
498.0,55450883.8337609,,,,,100134356.465406,,,,,,,2674886.97860035,,4034584.5249199,,,,,,"POLYGON ((16096122.172808452 -1609861.3052518943, 16103818.20375068 -1605708.1250437046, 16111237.605802141 -1610344.5988428453, 16110964.381689906 -1619139.9969953173, 16103264.104383526 -1623298.5214491198, 16095841.2979799 -1618656.2963591432, 16096122.172808452 -1609861.3052518943))"
499.0,,,,,,150298764.066998,,,,,,,,,28920812.708793,7080589.01597345,,,,,"POLYGON ((16111237.605802141 -1610344.5988428453, 16118930.231755802 -1606184.5428221035, 16126353.868572949 -1610814.5407965216, 16126088.296438538 -1619610.3348140866, 16118391.435094515 -1623775.7421404996, 16110964.381689906 -1619139.9969953173, 16111237.605802141 -1610344.5988428453))"
500.0,,,,,,142854260.799963,,,,,,,,,,43447542.0822984,,,,,"POLYGON ((16126353.868572949 -1610814.5407965216, 16134043.077320317 -1606647.6136353142, 16141470.93792557 -1611271.1293143053, 16141213.018995326 -1620067.3080098599, 16133519.585852752 -1624239.5934993841, 16126088.296438538 -1619610.3348140866, 16126353.868572949 -1610814.5407965216))"
501.0,,,,8838043.35762316,,157840241.035176,,,,,,,,,,15188601.5033241,,,4436506.06298846,,"POLYGON ((16141470.93792557 -1611271.1293143053, 16149156.71726274 -1607097.3357134385, 16156588.79065727 -1611714.362648158, 16156338.52612234 -1620510.914827819, 16148648.533406386 -1624690.0737421233, 16141213.018995326 -1620067.3080098599, 16141470.93792557 -1611271.1293143053))"
502.0,,,,79770083.3215168,,78014816.6869502,,,,,,,,,,17411845.6327716,,,11108187.4471373,,"POLYGON ((16156588.79065727 -1611714.362648158, 16164271.12839427 -1607533.7073370914, 16171707.403558087 -1612144.2391006986, 16171464.794574399 -1620941.1535639924, 16163778.254496211 -1625127.1811359592, 16156338.52612234 -1620510.914827819, 16156588.79065727 -1611714.362648158))"
503.0,,,,56159249.8589582,,,,,,51403602.7608814,,,,,,335.535935957916,,,78743238.178327,,"POLYGON ((16171707.403558087 -1612144.2391006986, 16179386.287518997 -1607956.726837458, 16186826.75341104 -1612560.7570252228, 16186591.801099293 -1621358.0225652924, 16178908.72585587 -1625550.9139991074, 16171464.794574399 -1620941.1535639924, 16171707.403558087 -1612144.2391006986))"
504.0,,,,23558615.1940147,,,,,,155533791.008735,,,,,,,,,7215465.55577378,,"POLYGON ((16186826.75341104 -1612560.7570252228, 16194502.1714341 -1608366.3925963412, 16201946.816992342 -1612963.9148257745, 16201719.522437993 -1621761.5202295713, 16194039.924212065 -1625961.2707007867, 16186591.801099293 -1621358.0225652924, 16186826.75341104 -1612560.7570252228))"
505.0,,,,,,,,,,184552684.229424,,,,,,,,,,,"POLYGON ((16201946.816992342 -1612963.9148257745, 16209618.756930077 -1608762.7030462157, 16217067.571071628 -1613353.7109571823, 16216847.93532487 -1622151.645005664, 16209171.826284787 -1626358.2496612861, 16201719.522437993 -1621761.5202295713, 16201946.816992342 -1612963.9148257745))"
506.0,,,,,,,,,,13037434.626121,,,,,,,,,,,"POLYGON ((16217067.571071628 -1613353.7109571823, 16224736.020790957 -1609145.6566702502, 16232188.992412154 -1613730.143925113, 16231977.01648789 -1622528.3953934293, 16224304.408787515 -1626741.8493519921, 16216847.93532487 -1622151.645005664, 16217067.571071628 -1613353.7109571823))"
507.0,6086095.05502558,,,,,,,,,,,,,,,,,,,,"POLYGON ((15983291.8893753 -1592629.3180395535, 15991007.09096152 -1588529.6645793414, 15998388.91474277 -1593211.9535962164, 15998058.844985446 -1601999.6448256744, 15990339.322355965 -1606104.565954776, 15982954.191039566 -1601416.5210866379, 15983291.8893753 -1592629.3180395535))"
508.0,34625685.0027163,96611729.9960416,,,,,,,,,,,,,,,,,,,"POLYGON ((15998388.91474277 -1593211.9535962164, 16006100.808028251 -1589105.399729229, 16013486.941312224 -1593781.2692245452, 16013164.501653368 -1602569.4375708522, 16005448.298111206 -1606681.2664070805, 15998058.844985446 -1601999.6448256744, 15998388.91474277 -1593211.9535962164))"
509.0,,26777780.9626484,,,,,,,333721.141494211,,,,,,,,,,,,"POLYGON ((16013486.941312224 -1593781.2692245452, 16021195.514007777 -1589667.81938363, 16028585.946003336 -1594337.2627608958, 16028271.137928087 -1603125.897150123, 16020558.265784448 -1607244.6292243781, 16013164.501653368 -1602569.4375708522, 16013486.941312224 -1593781.2692245452))"
510.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16028585.946003336 -1594337.2627608958, 16036291.185832683 -1590216.9214079606, 16043685.90572678 -1594879.932091475, 16043378.730685346 -1603669.0214414955, 16035669.202238426 -1607794.6522554741, 16028271.137928087 -1603125.897150123, 16028585.946003336 -1594337.2627608958))"
511.0,17835164.5540701,91422771.2441672,,,,,,,4483552.50819675,,,,,,,,,,,,"POLYGON ((16043685.90572678 -1594879.932091475, 16051387.800426666 -1590752.7037174404, 16058786.797384435 -1595409.2751524325, 16058487.256792074 -1604198.808373095, 16050781.084326953 -1608331.3333993624, 16043378.730685346 -1603669.0214414955, 16043685.90572678 -1594879.932091475))"
512.0,78564332.0519137,105538479.675889,,,,,,,1344175.91481967,,,,,,,,,,,,"POLYGON ((16058786.797384435 -1595409.2751524325, 16066485.334704751 -1591275.1642771454, 16073888.597869618 -1595925.2899299008, 16073596.693106605 -1604715.2559232428, 16065893.888895119 -1608854.670605299, 16058487.256792074 -1604198.808373095, 16058786.797384435 -1595409.2751524325))"
513.0,80514351.6676083,6254195.07271004,,,,,,,,,,,,,,,,,,,"POLYGON ((16073888.597869618 -1595925.2899299008, 16081583.765573515 -1591784.3011020822, 16088991.284067273 -1596427.974460066, 16088707.016478881 -1605218.3621204924, 16081007.592779517 -1609364.6618728305, 16073596.693106605 -1604715.2559232428, 16073888.597869618 -1595925.2899299008))"
514.0,52511380.8241666,43119801.6595765,,,,36311934.6402103,,,210820.811717488,,,,742381.839927003,,,5556583.45468736,,,,,"POLYGON ((16088991.284067273 -1596427.974460066, 16096683.06993127 -1592280.1122572387, 16104094.83285419 -1596917.3268292164, 16103818.20375068 -1605708.1250437046, 16096122.172808452 -1609861.3052518943, 16088707.016478881 -1605218.3621204924, 16088991.284067273 -1596427.974460066))"
515.0,,,,,,27539576.2926,,,,,,,,,2718545.28449528,155994244.630841,,,,,"POLYGON ((16104094.83285419 -1596917.3268292164, 16111783.224668304 -1592762.595857631, 16119199.221099222 -1597393.3451738094, 16118930.231755802 -1606184.5428221035, 16111237.605802141 -1610344.5988428453, 16103818.20375068 -1605708.1250437046, 16104094.83285419 -1596917.3268292164))"
516.0,,,,23298604.7605635,,129967202.361347,,,,7848640.66995776,,,,,,9700582.13586713,,,15439020.0708784,,"POLYGON ((16119199.221099222 -1597393.3451738094, 16126884.206667073 -1593231.750068384, 16134304.425663482 -1597856.0276805137, 16134043.077320317 -1606647.6136353142, 16126353.868572949 -1610814.5407965216, 16118930.231755802 -1606184.5428221035, 16119199.221099222 -1597393.3451738094))"
517.0,,,,64003729.3922652,,52027577.5099869,,,,40778089.3869381,,,,,,,,,29446288.8108503,,"POLYGON ((16134304.425663482 -1597856.0276805137, 16141985.992802415 -1593687.573104756, 16149410.423400575 -1598305.3725862736, 16149156.71726274 -1607097.3357134385, 16141470.93792557 -1611271.1293143053, 16134043.077320317 -1606647.6136353142, 16134304.425663482 -1597856.0276805137))"
518.0,,,,52793165.5947883,,,,,,110239456.246017,,,,,,,,,23224649.7380805,,"POLYGON ((16149410.423400575 -1598305.3725862736, 16157088.559941772 -1594130.0632322168, 16164517.191156795 -1598741.3781783583, 16164271.12839427 -1607533.7073370914, 16156588.79065727 -1611714.362648158, 16149156.71726274 -1607097.3357134385, 16149410.423400575 -1598305.3725862736))"
519.0,,,,11201186.6416439,,,,,,172579576.003062,,,,,,,,,2478046.85530245,,"POLYGON ((16164517.191156795 -1598741.3781783583, 16172191.884945389 -1594559.2187664737, 16179624.70577134 -1599164.0427944062, 16179386.287518997 -1607956.726837458, 16171707.403558087 -1612144.2391006986, 16164271.128394274 -1607533.7073370914, 16164517.191156795 -1598741.3781783583))"
520.0,,,,,,,,,,186260298.926179,,,,,,,,,,,"POLYGON ((16179624.70577134 -1599164.0427944062, 16187295.94466653 -1594975.0380735507, 16194732.944076529 -1599573.364822482, 16194502.1714341 -1608366.3925963412, 16186826.75341104 -1612560.7570252228, 16179386.287518997 -1607956.726837458, 16179624.70577134 -1599164.0427944062))"
521.0,,,,,,,,,,161791406.961764,,,,,,,,,,,"POLYGON ((16194732.944076529 -1599573.364822482, 16202400.7159517 -1595377.5195698044, 16209841.882898005 -1599969.3427011108, 16209618.756930077 -1608762.7030462157, 16201946.816992342 -1612963.9148257745, 16194502.1714341 -1608366.3925963412, 16194732.944076529 -1599573.364822482))"
522.0,,,,,,,,,,17865132.1731877,,,,,,,,,,,"POLYGON ((16209841.882898005 -1599969.3427011108, 16217506.175640844 -1595766.6617219972, 16224951.499054966 -1600351.9749193436, 16224736.020790957 -1609145.6566702502, 16217067.571071628 -1613353.7109571823, 16209618.756930077 -1608762.7030462157, 16209841.882898005 -1599969.3427011108))"
523.0,50892563.5335839,76159618.4776573,,,,,,,,,,,,,,,,,,,"POLYGON ((15991340.469022226 -1579746.5579096961, 15999048.053560065 -1575645.252964033, 16006426.56827969 -1580321.8128428627, 16006100.808028251 -1589105.399729229, 15998388.91474277 -1593211.9535962164, 15991007.09096152 -1588529.6645793414, 15991340.469022226 -1579746.5579096961))"
524.0,,185403782.739474,,,,,,,788650.200193174,,,,,,,,,,,,"POLYGON ((16006426.56827969 -1580321.8128428627, 16014130.843001328 -1576213.6191696883, 16021513.654951895 -1580883.7632944542, 16021195.514007777 -1589667.81938363, 16013486.941312224 -1593781.2692245452, 16006100.808028251 -1589105.399729229, 16006426.56827969 -1580321.8128428627))"
525.0,,115746091.925778,,,,,,,1309138.63690535,,,,,,,,,,,,"POLYGON ((16021513.654951895 -1580883.7632944542, 16029214.607602954 -1576768.6853195245, 16036601.706006244 -1581432.4071381527, 16036291.185832683 -1590216.9214079606, 16028585.946003336 -1594337.2627608958, 16021195.514007777 -1589667.81938363, 16021513.654951895 -1580883.7632944542))"
526.0,,120708244.444005,,,,,,,,,,,,,,,,,,,"POLYGON ((16036601.706006244 -1581432.4071381527, 16044299.324345268 -1577310.449316092, 16051690.698401272 -1581967.7422972482, 16051387.800426666 -1590752.7037174404, 16043685.90572678 -1594879.932091475, 16036291.185832683 -1590216.9214079606, 16036601.706006244 -1581432.4071381527))"
527.0,,165123700.328082,,,,,,,8315167.29767679,,,,,,,,,,,,"POLYGON ((16051690.698401272 -1581967.7422972482, 16059384.970199862 -1577838.9091114802, 16066780.609086873 -1582489.7667446965, 16066485.334704751 -1591275.1642771454, 16058786.797384435 -1595409.2751524325, 16051387.800426666 -1590752.7037174404, 16051690.698401272 -1581967.7422972482))"
528.0,1160960.17650449,138284830.594227,,,,,,,314339.184386233,,,,,,,,,,,,"POLYGON ((16066780.609086873 -1582489.7667446965, 16074471.522129789 -1578354.0627073916, 16081871.415004496 -1582998.4785031863, 16081583.765573515 -1591784.3011020822, 16073888.597869618 -1595925.2899299008, 16066485.334704751 -1591275.1642771454, 16066780.609086873 -1582489.7667446965))"
529.0,17014448.6167316,135029063.666989,,,,,,,8575464.80176623,,,,,,,,,,,,"POLYGON ((16081871.415004496 -1582998.4785031863, 16089558.957089782 -1578855.90815518, 16096963.093087368 -1583493.8756451935, 16096683.06993127 -1592280.1122572387, 16088991.284067273 -1596427.974460066, 16081583.765573515 -1591784.3011020822, 16081871.415004496 -1582998.4785031863))"
530.0,,86110297.700685,,71520776.9470603,,5671519.48428011,,,12240894.686929,,,,,,,10660371.2078016,,,,,"POLYGON ((16096963.093087368 -1583493.8756451935, 16104647.252026463 -1579344.443555926, 16112055.620260693 -1583975.9562930379, 16111783.224668304 -1592762.595857631, 16104094.83285419 -1596917.3268292164, 16096683.06993127 -1592280.1122572387, 16096963.093087368 -1583493.8756451935))"
531.0,,,,17274796.4851529,,3567283.51536511,,,1037330.12392288,74749741.4368694,,,,,,21029567.7945117,,,68546871.7447629,,"POLYGON ((16112055.620260693 -1583975.9562930379, 16119736.383878542 -1579819.667060485, 16127148.973441873 -1584444.7186189424, 16126884.206667073 -1593231.750068384, 16119199.221099222 -1597393.3451738094, 16111783.224668304 -1592762.595857631, 16112055.620260693 -1583975.9562930379))"
532.0,,,,6662979.12448555,,,,,,178306289.837873,,,,,,,,,1238003.84895834,,"POLYGON ((16127148.973441873 -1584444.7186189424, 16134826.329577055 -1580281.5768695427, 16142243.129540712 -1584900.1608450757, 16141985.992802415 -1593687.573104756, 16134304.425663482 -1597856.0276805137, 16126884.206667073 -1593231.750068384, 16127148.973441873 -1584444.7186189424))"
533.0,,,,,,,,,,179073399.809475,,,,,,,,,,,"POLYGON ((16142243.129540712 -1584900.1608450757, 16149917.06604554 -1580730.1712336617, 16157338.06545963 -1585342.28124362, 16157088.559941772 -1594130.0632322168, 16149410.423400575 -1598305.3725862736, 16141985.992802415 -1593687.573104756, 16142243.129540712 -1584900.1608450757))"
534.0,,,,,,,,,,165719988.174557,,,,,,,,,,,"POLYGON ((16157338.06545963 -1585342.28124362, 16165008.570200276 -1581165.448453344, 16172433.75809387 -1585771.078136809, 16172191.884945389 -1594559.2187664737, 16164517.191156795 -1598741.3781783583, 16157088.559941772 -1594130.0632322168, 16157338.06545963 -1585342.28124362))"
535.0,,,,,,,,,,135984341.043006,,,,,,,,,,,"POLYGON ((16172433.75809387 -1585771.078136809, 16180100.818950478 -1581587.406879079, 16187530.18433172 -1586186.5498969788, 16187295.94466653 -1594975.0380735507, 16179624.70577134 -1599164.0427944062, 16172191.884945389 -1594559.2187664737, 16172433.75809387 -1585771.078136809))"
536.0,,,,,,,,,,75541745.0087779,,,,,,,,,,,"POLYGON ((16187530.18433172 -1586186.5498969788, 16195193.789198522 -1581996.044911377, 16202627.321054718 -1586588.6949466334, 16202400.7159517 -1595377.5195698044, 16194732.944076529 -1599573.364822482, 16187295.94466653 -1594975.0380735507, 16187530.18433172 -1586186.5498969788))"
537.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16202627.321054718 -1586588.6949466334, 16210287.457840133 -1582391.3610008436, 16217725.145137854 -1586977.5117584588, 16217506.175640844 -1595766.6617219972, 16209841.882898005 -1599969.3427011108, 16202400.7159517 -1595377.5195698044, 16202627.321054718 -1586588.6949466334))"
538.0,82177177.2946769,25673645.880638,,,,,,,,,,,,,,,,,,,"POLYGON ((15984302.93790222 -1566285.0281251147, 15992006.215214249 -1562188.9461421638, 15999377.123630343 -1566866.2089712906, 15999048.053560065 -1575645.252964033, 15991340.469022226 -1579746.5579096961, 15983966.262289876 -1575063.588849489, 15984302.93790222 -1566285.0281251147))"
539.0,,149063675.182824,,,,,,,4130743.53820621,,,,,,,,,,,,"POLYGON ((15999377.123630343 -1566866.2089712906, 16007077.10186516 -1562763.2454895454, 16014452.306018678 -1567434.1028626931, 16014130.843001328 -1576213.6191696883, 16006426.56827969 -1580321.8128428627, 15999048.053560065 -1575645.252964033, 15999377.123630343 -1566866.2089712906))"
540.0,,12429490.4006352,,,,,,,35084.9881505221,,,,,,,,,,,,"POLYGON ((16014452.306018678 -1567434.1028626931, 16022148.972943766 -1563324.2622719759, 16029528.462091206 -1567988.7076607095, 16029214.607602954 -1576768.6853195245, 16021513.654951895 -1580883.7632944542, 16014130.843001328 -1576213.6191696883, 16014452.306018678 -1567434.1028626931))"
541.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16029528.462091206 -1567988.7076607095, 16037221.805486895 -1563871.9943795742, 16044605.568862977 -1568530.021276014, 16044299.324345268 -1577310.449316092, 16036601.706006244 -1581432.4071381527, 16029214.607602954 -1576768.6853195245, 16029528.462091206 -1567988.7076607095))"
542.0,,1967196.50448656,,,,,,,,,,,,,,,,,,,"POLYGON ((16044605.568862977 -1568530.021276014, 16052295.576522555 -1564406.439751692, 16059683.60334033 -1569058.0416686381, 16059384.970199862 -1577838.9091114802, 16051690.698401272 -1581967.7422972482, 16044299.324345268 -1577310.449316092, 16044605.568862977 -1568530.021276014))"
543.0,,6198088.01004115,,,,,,,,,,,,,,,,,4352982.67920141,,"POLYGON ((16059683.60334033 -1569058.0416686381, 16067370.263070146 -1564927.5963769683, 16074762.542521084 -1569572.7668480142, 16074471.522129789 -1578354.0627073916, 16066780.609086873 -1582489.7667446965, 16059384.970199862 -1577838.9091114802, 16059683.60334033 -1569058.0416686381))"
544.0,,,,,,,,,,29503644.4071517,,,,,,,,,16077714.3931081,,"POLYGON ((16074762.542521084 -1569572.7668480142, 16082445.842140682 -1565435.4622933795, 16089842.36339476 -1570074.194873057, 16089558.957089782 -1578855.90815518, 16081871.415004496 -1582998.4785031863, 16074471.522129789 -1578354.0627073916, 16074762.542521084 -1569572.7668480142))"
545.0,,8078351.20220524,,100253024.033609,,,,,,6267939.85053892,,,,,,,,,5088217.1141668,,"POLYGON ((16089842.36339476 -1570074.194873057, 16097522.29073698 -1565930.0355883136, 16104923.042942788 -1570562.3238522059, 16104647.252026463 -1579344.443555926, 16096963.093087368 -1583493.8756451935, 16089558.957089782 -1578855.90815518, 16089842.36339476 -1570074.194873057))"
546.0,,,,53033639.1565435,,,,,,87152210.9977487,,,,,,,,,45970576.7999148,,"POLYGON ((16104923.042942788 -1570562.3238522059, 16112599.585853886 -1566411.3143986121, 16120004.558138713 -1571037.1519434731, 16119736.383878542 -1579819.667060485, 16112055.620260693 -1583975.9562930379, 16104647.252026463 -1579344.443555926, 16104923.042942788 -1570562.3238522059))"
547.0,,,,,,,,,,148736664.805176,,,,,,,,,,,"POLYGON ((16120004.558138713 -1571037.1519434731, 16127677.704478478 -1566879.2969106296, 16135086.885948412 -1571498.6773545176, 16134826.329577053 -1580281.5768695427, 16127148.973441873 -1584444.7186189424, 16119736.383878542 -1579819.667060485, 16120004.558138713 -1571037.1519434731))"
548.0,,,,,,,,,,56757318.5008857,,,,,,,,,,,"POLYGON ((16135086.885948412 -1571498.6773545176, 16142756.623590272 -1567333.9813602876, 16150170.003330294 -1571946.898342683, 16149917.06604554 -1580730.1712336617, 16142243.129540712 -1584900.1608450757, 16134826.329577055 -1580281.5768695427, 16135086.885948412 -1571498.6773545176))"
549.0,,,,,,,,,,2103320.87642515,,,,,,,,,,,"POLYGON ((16150170.003330294 -1571946.898342683, 16157836.320161445 -1567775.366033131, 16165253.88723552 -1572381.8132150576, 16165008.570200276 -1581165.448453344, 16157338.06545963 -1585342.28124362, 16149917.06604554 -1580730.1712336617, 16150170.003330294 -1571946.898342683))"
550.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16165253.88723552 -1572381.8132150576, 16172916.77115703 -1568203.4492643701, 16180338.514608212 -1572803.4203285128, 16180100.818950478 -1581587.406879079, 16172433.75809387 -1585771.078136809, 16165008.570200276 -1581165.448453344, 16165253.88723552 -1572381.8132150576))"
551.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16180338.514608212 -1572803.4203285128, 16187997.953535134 -1568618.2294389312, 16195423.86238566 -1573211.7180897722, 16195193.789198522 -1581996.044911377, 16187530.18433172 -1586186.5498969788, 16180100.818950478 -1581587.406879079, 16180338.514608212 -1572803.4203285128))"
552.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16195423.86238566 -1573211.7180897722, 16203079.844247147 -1569019.704991507, 16210509.907498537 -1573606.704955425, 16210287.457840133 -1582391.3610008436, 16202627.321054718 -1586588.6949466334, 16195193.789198522 -1581996.044911377, 16195423.86238566 -1573211.7180897722))"
553.0,3959259.49294424,130958214.577312,,,,,,,3275021.81447754,,,,,,,,,,,,"POLYGON ((15992338.584364377 -1553414.4065406178, 16000034.267612288 -1549316.6473626688, 16007401.876194876 -1553988.2305104807, 16007077.10186516 -1562763.2454895454, 15999377.123630343 -1566866.2089712906, 15992006.215214249 -1562188.9461421638, 15992338.584364377 -1553414.4065406178))"
554.0,,,,,,,,,3087135.1281898,,,,,,,,,,,,"POLYGON ((16007401.876194876 -1553988.2305104807, 16015094.258859258 -1549883.6013988152, 16022466.15096406 -1554548.7828182823, 16022148.972943766 -1563324.2622719759, 16014452.306018678 -1567434.1028626931, 16007077.10186516 -1562763.2454895454, 16007401.876194876 -1553988.2305104807))"
555.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16022466.15096406 -1554548.7828182823, 16030155.220847005 -1550437.2881556267, 16037531.385743372 -1555096.061362334, 16037221.805486895 -1563871.9943795742, 16029528.462091206 -1567988.7076607095, 16022148.972943766 -1563324.2622719759, 16022466.15096406 -1554548.7828182823))"
556.0,,,,,,,,,,,,,,,,,,,,,"POLYGON ((16037531.385743372 -1555096.061362334, 16045217.130659822 -1550977.7055599426, 16052597.557595441 -1555630.0640899767, 16052295.576522555 -1564406.439751692, 16044605.568862977 -1568530.021276014, 16037221.805486895 -1563871.9943795742, 16037531.385743372 -1555096.061362334))"
557.0,,,,,,,,,,2031269.79704893,,,,,,,,,37850735.7485709,,"POLYGON ((16052597.557595441 -1555630.0640899767, 16060279.965373328 -1551504.8515875915, 16067664.643574327 -1556150.7889976476, 16067370.263070146 -1564927.5963769683, 16059683.60334033 -1569058.0416686381, 16052295.576522555 -1564406.439751692, 16052597.557595441 -1555630.0640899767))"
558.0,,,,,,,,,,148607608.533303,,,,,,,,,25998044.994528,,"POLYGON ((16067664.643574327 -1556150.7889976476, 16075343.702054666 -1552018.7242634164, 16082732.620725714 -1556658.2341309343, 16082445.842140682 -1565435.4622933795, 16074762.542521084 -1569572.7668480142, 16067370.263070146 -1564927.5963769683, 16067664.643574327 -1556150.7889976476))"
559.0,,,,755124.87416783,,,,,,183541772.174948,,,,,,,,,1598780.84201333,,"POLYGON ((16082732.620725716 -1556658.2341309343, 16090408.317762725 -1552519.3216613554, 16097801.466087114 -1557152.39758464, 16097522.29073698 -1565930.0355883136, 16089842.36339476 -1570074.194873057, 16082445.842140682 -1565435.4622933795, 16082732.620725716 -1556658.2341309343))"
